1.0000e-04 0.0000e+00
1.0012e-04 0.0000e+00
1.0023e-04 0.0000e+00
1.0035e-04 0.0000e+00
1.0046e-04 0.0000e+00
1.0058e-04 0.0000e+00
1.0069e-04 0.0000e+00
1.0081e-04 0.0000e+00
1.0093e-04 0.0000e+00
1.0104e-04 0.0000e+00
1.0116e-04 0.0000e+00
1.0127e-04 0.0000e+00
1.0139e-04 0.0000e+00
1.0151e-04 0.0000e+00
1.0163e-04 0.0000e+00
1.0174e-04 0.0000e+00
1.0186e-04 0.0000e+00
1.0198e-04 0.0000e+00
1.0209e-04 0.0000e+00
1.0221e-04 0.0000e+00
1.0233e-04 0.0000e+00
1.0245e-04 0.0000e+00
1.0257e-04 0.0000e+00
1.0268e-04 0.0000e+00
1.0280e-04 0.0000e+00
1.0292e-04 0.0000e+00
1.0304e-04 0.0000e+00
1.0316e-04 0.0000e+00
1.0328e-04 0.0000e+00
1.0340e-04 0.0000e+00
1.0351e-04 0.0000e+00
1.0363e-04 0.0000e+00
1.0375e-04 0.0000e+00
1.0387e-04 0.0000e+00
1.0399e-04 0.0000e+00
1.0411e-04 0.0000e+00
1.0423e-04 0.0000e+00
1.0435e-04 0.0000e+00
1.0447e-04 0.0000e+00
1.0459e-04 0.0000e+00
1.0471e-04 0.0000e+00
1.0483e-04 0.0000e+00
1.0495e-04 0.0000e+00
1.0508e-04 0.0000e+00
1.0520e-04 0.0000e+00
1.0532e-04 0.0000e+00
1.0544e-04 0.0000e+00
1.0556e-04 0.0000e+00
1.0568e-04 0.0000e+00
1.0580e-04 0.0000e+00
1.0593e-04 0.0000e+00
1.0605e-04 0.0000e+00
1.0617e-04 0.0000e+00
1.0629e-04 0.0000e+00
1.0641e-04 0.0000e+00
1.0654e-04 0.0000e+00
1.0666e-04 0.0000e+00
1.0678e-04 0.0000e+00
1.0691e-04 0.0000e+00
1.0703e-04 0.0000e+00
1.0715e-04 0.0000e+00
1.0728e-04 0.0000e+00
1.0740e-04 0.0000e+00
1.0752e-04 0.0000e+00
1.0765e-04 0.0000e+00
1.0777e-04 0.0000e+00
1.0790e-04 0.0000e+00
1.0802e-04 0.0000e+00
1.0814e-04 0.0000e+00
1.0827e-04 0.0000e+00
1.0839e-04 0.0000e+00
1.0852e-04 0.0000e+00
1.0864e-04 0.0000e+00
1.0877e-04 0.0000e+00
1.0889e-04 0.0000e+00
1.0902e-04 0.0000e+00
1.0914e-04 0.0000e+00
1.0927e-04 0.0000e+00
1.0940e-04 0.0000e+00
1.0952e-04 0.0000e+00
1.0965e-04 0.0000e+00
1.0978e-04 0.0000e+00
1.0990e-04 0.0000e+00
1.1003e-04 0.0000e+00
1.1015e-04 0.0000e+00
1.1028e-04 0.0000e+00
1.1041e-04 0.0000e+00
1.1054e-04 0.0000e+00
1.1066e-04 0.0000e+00
1.1079e-04 0.0000e+00
1.1092e-04 0.0000e+00
1.1105e-04 0.0000e+00
1.1117e-04 0.0000e+00
1.1130e-04 0.0000e+00
1.1143e-04 0.0000e+00
1.1156e-04 0.0000e+00
1.1169e-04 0.0000e+00
1.1182e-04 0.0000e+00
1.1195e-04 0.0000e+00
1.1207e-04 0.0000e+00
1.1220e-04 0.0000e+00
1.1233e-04 0.0000e+00
1.1246e-04 0.0000e+00
